REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_FOOTNOTE,DATA_SOURCE,OBS_STATUS,Observation Status
KEN,Kenya,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 8.6,,,
LSO,Lesotho,CCRI_AEDES,Aedes,,,IDX,Index,2020,Low,Value: 0.0,,,
LBR,Liberia,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 7.8,,,
LBY,Libya,CCRI_AEDES,Aedes,,,IDX,Index,2020,High,Value: 5.9,,,
MDG,Madagascar,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 8.9,,,
MWI,Malawi,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 9.4,,,
MLI,Mali,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 10.0,,,
MRT,Mauritania,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 9.0,,,
MAR,Morocco,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 8.3,,,
MOZ,Mozambique,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 9.8,,,
NAM,Namibia,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 8.2,,,
NER,Niger,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 9.9,,,
NGA,Nigeria,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 9.8,,,
RWA,Rwanda,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 7.5,,,
SEN,Senegal,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 9.7,,,
SLE,Sierra Leone,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 8.2,,,
SOM,Somalia,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 8.6,,,
ZAF,South Africa,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 8.3,,,
SSD,South Sudan,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 9.8,,,
SDN,Sudan,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 9.7,,,
TGO,Togo,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 9.5,,,
TUN,Tunisia,CCRI_AEDES,Aedes,,,IDX,Index,2020,High,Value: 6.8,,,
UGA,Uganda,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 9.3,,,
TZA,United Republic of Tanzania,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 9.4,,,
ZMB,Zambia,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 9.6,,,
ZWE,Zimbabwe,CCRI_AEDES,Aedes,,,IDX,Index,2020,Extremely High,Value: 8.9,,,
DZA,Algeria,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,High,Value: 5.5,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
AGO,Angola,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.5,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
BEN,Benin,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.8,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
BWA,Botswana,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Medium-High,Value: 4.2,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
BFA,Burkina Faso,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.6,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
BDI,Burundi,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 7.3,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
CMR,Cameroon,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.8,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
CAF,Central African Republic,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.9,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
TCD,Chad,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.2,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
COG,Congo,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.4,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
CIV,Côte d'Ivoire,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 9.1,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
COD,Democratic Republic of the Congo,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 9.0,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
DJI,Djibouti,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,High,Value: 6.8,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
EGY,Egypt,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Medium-High,Value: 4.2,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
GNQ,Equatorial Guinea,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 7.2,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
ERI,Eritrea,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,High,Value: 6.6,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
SWZ,Eswatini,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Medium-High,Value: 4.4,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
ETH,Ethiopia,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.0,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
GAB,Gabon,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.2,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
GMB,Gambia,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 7.6,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
GHA,Ghana,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 9.1,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
GIN,Guinea,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.8,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
GNB,Guinea-Bissau,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.0,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
KEN,Kenya,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.0,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
LSO,Lesotho,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Low,Value: 0.0,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
LBR,Liberia,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.0,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
LBY,Libya,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Medium-High,Value: 4.2,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
MDG,Madagascar,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 7.7,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
MWI,Malawi,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 7.5,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
MLI,Mali,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.7,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
MRT,Mauritania,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 7.2,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
MAR,Morocco,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Medium-High,Value: 5.2,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
MOZ,Mozambique,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.6,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
NAM,Namibia,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,High,Value: 5.5,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
NER,Niger,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.3,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
NGA,Nigeria,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 9.1,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
RWA,Rwanda,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,High,Value: 6.6,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
SEN,Senegal,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.3,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
SLE,Sierra Leone,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.2,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
SOM,Somalia,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 7.6,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
ZAF,South Africa,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,High,Value: 6.5,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
SSD,South Sudan,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.4,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
SDN,Sudan,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.1,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
TGO,Togo,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.6,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
TUN,Tunisia,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Low-Medium,Value: 3.2,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
UGA,Uganda,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.8,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
TZA,United Republic of Tanzania,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 8.3,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
ZMB,Zambia,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,Extremely High,Value: 7.8,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
ZWE,Zimbabwe,CCRI_VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2020,High,Value: 6.2,"The Malaria Atlas Project, CIESIN | Gridded Population of the World, UN World Population Prospects - Messina et al., CIESIN | Gridded Population of the World, UN World Population Prospects - Kraemer et al., CIESIN | Gridded Population of the World, UN World Population Prospects",,
DZA,Algeria,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 5.1,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
AGO,Angola,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BEN,Benin,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 7.3,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BWA,Botswana,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 4.9,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BFA,Burkina Faso,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,High,Value: 5.8,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BDI,Burundi,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Low,Value: 0.0,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
CMR,Cameroon,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.9,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
CAF,Central African Republic,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Extremely High,Value: 8.6,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
TCD,Chad,CCRI_HEATWAVES,Heatwaves,,,IDX,Index,2020,Medium-High,Value: 4.1,"Data for Children Collaborative - Heatwave frequency was created using the Global gridded Berkley Earth Surface Temperature (BEST) observation dataset -, CIESIN | Gridded Population of the World, UN World Population Prospects",,
